"Name","Status","ExitCode","DesktopInteract","ErrorControl","PathName","ServiceType","StartMode","Caption","Description","InstallDate","CreationClassName","Started","SystemCreationClassName","SystemName","AcceptPause","AcceptStop","DisplayName","ServiceSpecificExitCode","StartName","State","TagId","CheckPoint","DelayedAutoStart","ProcessId","WaitHint","PSComputerName","CimClass","CimInstanceProperties","CimSystemProperties"
"AudioEndpointBuilder","OK","0","False","Normal","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p","Share Process","Auto","Windows Audio Endpoint Builder","Manages audio devices for the Windows Audio service.  If this service is stopped, audio devices and effects will not function properly.  If this service is disabled, any services that explicitly depend on it will fail to start",,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","True","Windows Audio Endpoint Builder","0","LocalSystem","Running","0","0","False","3772","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"Audiosrv","OK","0","False","Normal","C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p","Own Process","Auto","Windows Audio","Manages audio for Windows-based programs.  If this service is stopped, audio devices and effects will not function properly.  If this service is disabled, any services that explicitly depend on it will fail to start",,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","True","Windows Audio","0","NT AUTHORITY\LocalService","Running","0","0","False","4132","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"autotimesvc","OK","1077","False","Normal","C:\WINDOWS\system32\svchost.exe -k autoTimeSvc","Own Process","Manual","Cellular Time","This service sets time based on NITZ messages from a Mobile Network",,"Win32_Service","False","Win32_ComputerSystem","HP-PROBOOK-MAS","False","False","Cellular Time","0","NT AUTHORITY\LocalService","Stopped","0","0","False","0","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"AWCCService","OK","0","False","Normal","""C:\Program Files\Alienware\Alienware Command Center\AWCC.Service.exe""","Own Process","Auto","AWCCService","Alienware Command Center Service",,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","True","AWCCService","0","LocalSystem","Running","0","0","True","8708","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"AxInstSV","OK","1077","False","Normal","C:\WINDOWS\system32\svchost.exe -k AxInstSVGroup","Share Process","Manual","ActiveX Installer (AxInstSV)","Provides User Account Control validation for the installation of ActiveX controls from the Internet and enables management of ActiveX control installation based on Group Policy settings. This service is started on demand and if disabled the installation of ActiveX controls will behave according to default browser settings.",,"Win32_Service","False","Win32_ComputerSystem","HP-PROBOOK-MAS","False","False","ActiveX Installer (AxInstSV)","0","LocalSystem","Stopped","0","0","False","0","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"BDESVC","OK","0","False","Normal","C:\WINDOWS\System32\svchost.exe -k netsvcs -p","Share Process","Manual","BitLocker Drive Encryption Service","BDESVC hosts the BitLocker Drive Encryption service. BitLocker Drive Encryption provides secure startup for the operating system, as well as full volume encryption for OS, fixed or removable volumes. This service allows BitLocker to prompt users for various actions related to their volumes when mounted, and unlocks volumes automatically without user interaction. Additionally, it stores recovery information to Active Directory, if available, and, if necessary, ensures the most recent recovery certificates are used.  Stopping or disabling the service would prevent users from leveraging this functionality.",,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","True","BitLocker Drive Encryption Service","0","localSystem","Running","0","0","False","1872","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"BFE","OK","0","False","Normal","C:\WINDOWS\system32\svchost.exe -k LocalServiceNoNetworkFirewall -p","Share Process","Auto","Base Filtering Engine","The Base Filtering Engine (BFE) is a service that manages firewall and Internet Protocol security (IPsec) policies and implements user mode filtering. Stopping or disabling the BFE service will significantly reduce the security of the system. It will also result in unpredictable behavior in IPsec management and firewall applications.",,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","True","Base Filtering Engine","0","NT AUTHORITY\LocalService","Running","0","0","False","3624","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"BITS","OK","0","False","Normal","C:\WINDOWS\System32\svchost.exe -k netsvcs -p","Share Process","Manual","Background Intelligent Transfer Service","Transfers files in the background using idle network bandwidth. If the service is disabled, then any applications that depend on BITS, such as Windows Update or MSN Explorer, will be unable to automatically download programs and other information.",,"Win32_Service","False","Win32_ComputerSystem","HP-PROBOOK-MAS","False","False","Background Intelligent Transfer Service","0","LocalSystem","Stopped","0","0","True","0","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"Bonjour Service","OK","1077","False","Normal","""C:\Program Files\Bonjour\mDNSResponder.exe""","Own Process","Disabled","Bonjour Service","Enables hardware devices and software services to automatically configure themselves on the network and advertise their presence.",,"Win32_Service","False","Win32_ComputerSystem","HP-PROBOOK-MAS","False","False","Bonjour Service","0","LocalSystem","Stopped","0","0","False","0","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"BrokerInfrastructure","OK","0","False","Normal","C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p","Share Process","Auto","Background Tasks Infrastructure Service","Windows infrastructure service that controls which background tasks can run on the system.",,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","False","Background Tasks Infrastructure Service","0","LocalSystem","Running","0","0","False","1268","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"BTAGService","OK","0","False","Normal","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted","Share Process","Manual","Bluetooth Audio Gateway Service","Service supporting the audio gateway role of the Bluetooth Handsfree Profile.",,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","True","Bluetooth Audio Gateway Service","0","NT AUTHORITY\LocalService","Running","0","0","False","628","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"BthAvctpSvc","OK","0","False","Normal","C:\WINDOWS\system32\svchost.exe -k LocalService -p","Share Process","Manual","AVCTP service","This is Audio Video Control Transport Protocol service",,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","True","AVCTP service","0","NT AUTHORITY\LocalService","Running","0","0","False","1208","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"bthserv","OK","0","False","Normal","C:\WINDOWS\system32\svchost.exe -k LocalService -p","Share Process","Manual","Bluetooth Support Service","The Bluetooth service supports discovery and association of remote Bluetooth devices.  Stopping or disabling this service may cause already installed Bluetooth devices to fail to operate properly and prevent new devices from being discovered or associated.",,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","True","Bluetooth Support Service","0","NT AUTHORITY\LocalService","Running","0","0","False","640","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"camsvc","OK","0","False","Normal","C:\WINDOWS\system32\svchost.exe -k osprivacy -p","Share Process","Manual","Capability Access Manager Service","Provides facilities for managing UWP apps access to app capabilities as well as checking an app's access to specific app capabilities",,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","True","Capability Access Manager Service","0","LocalSystem","Running","0","0","False","9228","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"CDPSvc","OK","0","False","Normal","C:\WINDOWS\system32\svchost.exe -k LocalService -p","Share Process","Auto","Connected Devices Platform Service","This service is used for Connected Devices Platform scenarios",,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","True","Connected Devices Platform Service","0","NT AUTHORITY\LocalService","Running","0","0","True","7332","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"CertPropSvc","OK","1077","False","Normal","C:\WINDOWS\system32\svchost.exe -k netsvcs","Share Process","Manual","Certificate Propagation","Copies user certificates and root certificates from smart cards into the current user's certificate store, detects when a smart card is inserted into a smart card reader, and, if needed, installs the smart card Plug and Play minidriver.",,"Win32_Service","False","Win32_ComputerSystem","HP-PROBOOK-MAS","False","False","Certificate Propagation","0","LocalSystem","Stopped","0","0","False","0","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"chromoting","OK","1077","False","Ignore","""C:\Program Files (x86)\Google\Chrome Remote Desktop\133.0.6943.7\remoting_host.exe"" --type=daemon --host-config=""C:\ProgramData\Google\Chrome Remote Desktop\host.json""","Own Process","Manual","Chrome Remote Desktop Service","This service enables incoming connections from Chrome Remote Desktop clients.",,"Win32_Service","False","Win32_ComputerSystem","HP-PROBOOK-MAS","False","False","Chrome Remote Desktop Service","0","LocalSystem","Stopped","0","0","False","0","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"ClipSVC","OK","0","False","Normal","C:\WINDOWS\System32\svchost.exe -k wsappx -p","Share Process","Manual","Client License Service (ClipSVC)","Provides infrastructure support for the Microsoft Store. This service is started on demand and if disabled applications bought using the Microsoft Store will not behave correctly.",,"Win32_Service","False","Win32_ComputerSystem","HP-PROBOOK-MAS","False","False","Client License Service (ClipSVC)","0","LocalSystem","Stopped","0","0","False","0","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"cloudidsvc","OK","1077","False","Normal","C:\WINDOWS\system32\svchost.exe -k CloudIdServiceGroup -p","Own Process","Manual","Microsoft Cloud Identity Service","Supports integrations with Microsoft cloud identity services.  If disabled, tenant restrictions will not be enforced properly.",,"Win32_Service","False","Win32_ComputerSystem","HP-PROBOOK-MAS","False","False","Microsoft Cloud Identity Service","0","NT AUTHORITY\NetworkService","Stopped","0","0","False","0","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"COMSysApp","OK","1077","False","Normal","C:\WINDOWS\system32\dllhost.exe /Processid:{02D4B3F1-FD88-11D1-960D-00805FC79235}","Own Process","Manual","COM+ System Application","Manages the configuration and tracking of Component Object Model (COM)+-based components. If the service is stopped, most COM+-based components will not function properly. If this service is disabled, any services that explicitly depend on it will fail to start.",,"Win32_Service","False","Win32_ComputerSystem","HP-PROBOOK-MAS","False","False","COM+ System Application","0","LocalSystem","Stopped","0","0","False","0","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"CoreMessagingRegistrar","OK","0","False","Normal","C:\WINDOWS\system32\svchost.exe -k LocalServiceNoNetwork -p","Share Process","Auto","CoreMessaging","Manages communication between system components.",,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","False","CoreMessaging","0","NT AUTHORITY\LocalService","Running","0","0","False","1948","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"cphs","OK","0","False","Normal","C:\WINDOWS\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_393549dac595e659\IntelCpHeciSvc.exe","Own Process","Manual","Intel(R) Content Protection HECI Service","Intel(R) Content Protection HECI Service - enables communication with the Content Protection FW",,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","True","Intel(R) Content Protection HECI Service","0","LocalSystem","Running","0","0","False","2548","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"cplspcon","OK","0","False","Normal","C:\WINDOWS\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_393549dac595e659\IntelCpHDCPSvc.exe","Own Process","Auto","Intel(R) Content Protection HDCP Service","Intel(R) Content Protection HDCP Service - enables communication with Content Protection HDCP HW",,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","True","Intel(R) Content Protection HDCP Service","0","LocalSystem","Running","0","0","False","2284","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"CryptSvc","OK","0","False","Normal","C:\WINDOWS\system32\svchost.exe -k NetworkService -p","Own Process","Auto","Cryptographic Services","Provides three management services: Catalog Database Service, which confirms the signatures of Windows files and allows new programs to be installed; Protected Root Service, which adds and removes Trusted Root Certification Authority certificates from this computer; and Automatic Root Certificate Update Service, which retrieves root certificates from Windows Update and enable scenarios such as SSL. If this service is stopped, these management services will not function properly. If this service is disabled, any services that explicitly depend on it will fail to start.",,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","True","Cryptographic Services","0","NT Authority\NetworkService","Running","0","0","False","4108","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"CscService","OK","1077","False","Normal","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p","Share Process","Manual","Offline Files","The Offline Files service performs maintenance activities on the Offline Files cache, responds to user logon and logoff events, implements the internals of the public API, and dispatches interesting events to those interested in Offline Files activities and changes in cache state.",,"Win32_Service","False","Win32_ComputerSystem","HP-PROBOOK-MAS","False","False","Offline Files","0","LocalSystem","Stopped","0","0","False","0","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"DcomLaunch","OK","0","False","Normal","C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p","Share Process","Auto","DCOM Server Process Launcher","The DCOMLAUNCH service launches COM and DCOM servers in response to object activation requests. If this service is stopped or disabled, programs using COM or DCOM will not function properly. It is strongly recommended that you have the DCOMLAUNCH service running.",,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","False","DCOM Server Process Launcher","0","LocalSystem","Running","0","0","False","1268","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"dcsvc","OK","0","False","Normal","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","Own Process","Manual","Declared Configuration(DC) service","Process Declared Configuration documents recevied from MDM and other channels and perform configurations on device",,"Win32_Service","False","Win32_ComputerSystem","HP-PROBOOK-MAS","False","False","Declared Configuration(DC) service","0","LocalSystem","Stopped","0","0","True","0","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"defragsvc","OK","0","False","Normal","C:\WINDOWS\system32\svchost.exe -k defragsvc","Own Process","Manual","Optimize drives","Helps the computer run more efficiently by optimizing files on storage drives.",,"Win32_Service","False","Win32_ComputerSystem","HP-PROBOOK-MAS","False","False","Optimize drives","0","localSystem","Stopped","0","0","False","0","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"DellClientManagementService","OK","0","False","Normal","""C:\Program Files (x86)\Dell\UpdateService\ServiceShell.exe""","Own Process","Auto","Alienware Client Management Service","Enables Dell applications to manage Dell specific features of the system. If this service is stopped, any services that explicitly depend on it will cause this service to be restarted. If this service is disabled, any services that explicitly depend on it will fail to function.",,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","True","Alienware Client Management Service","0","LocalSystem","Running","0","0","True","8008","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"DeviceAssociationService","OK","0","False","Normal","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Share Process","Manual","Device Association Service","Enables pairing between the system and wired or wireless devices.",,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","True","Device Association Service","0","LocalSystem","Running","0","0","False","2836","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"DeviceInstall","OK","1077","False","Normal","C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p","Share Process","Manual","Device Install Service","Enables a computer to recognize and adapt to hardware changes with little or no user input. Stopping or disabling this service will result in system instability.",,"Win32_Service","False","Win32_ComputerSystem","HP-PROBOOK-MAS","False","False","Device Install Service","0","LocalSystem","Stopped","0","0","False","0","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"DevQueryBroker","OK","1077","False","Normal","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Share Process","Manual","DevQuery Background Discovery Broker","Enables apps to discover devices with a backgroud task",,"Win32_Service","False","Win32_ComputerSystem","HP-PROBOOK-MAS","False","False","DevQuery Background Discovery Broker","0","LocalSystem","Stopped","0","0","False","0","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"Dhcp","OK","0","False","Normal","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p","Share Process","Auto","DHCP Client","Registers and updates IP addresses and DNS records for this computer. If this service is stopped, this computer will not receive dynamic IP addresses and DNS updates. If this service is disabled, any services that explicitly depend on it will fail to start.",,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","True","DHCP Client","0","NT Authority\LocalService","Running","0","0","False","5728","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"diagsvc","OK","1077","False","Normal","C:\WINDOWS\System32\svchost.exe -k diagnostics","Share Process","Manual","Diagnostic Execution Service","Executes diagnostic actions for troubleshooting support",,"Win32_Service","False","Win32_ComputerSystem","HP-PROBOOK-MAS","False","False","Diagnostic Execution Service","0","LocalSystem","Stopped","0","0","False","0","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"DiagTrack","OK","0","False","Normal","C:\WINDOWS\System32\svchost.exe -k utcsvc -p","Own Process","Auto","Connected User Experiences and Telemetry","The Connected User Experiences and Telemetry service enables features that support in-application and connected user experiences. Additionally, this service manages the event driven collection and transmission of diagnostic and usage information (used to improve the experience and quality of the Windows Platform) when the diagnostics and usage privacy option settings are enabled under Feedback and Diagnostics.",,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","True","Connected User Experiences and Telemetry","0","LocalSystem","Running","0","0","False","8536","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"DialogBlockingService","OK","1077","False","Normal","C:\WINDOWS\system32\svchost.exe -k DialogBlockingService","Share Process","Disabled","DialogBlockingService","Dialog Blocking Service",,"Win32_Service","False","Win32_ComputerSystem","HP-PROBOOK-MAS","False","False","DialogBlockingService","0","LocalSystem","Stopped","0","0","False","0","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"DispBrokerDesktopSvc","OK","0","False","Normal","C:\WINDOWS\system32\svchost.exe -k LocalService -p","Share Process","Auto","Display Policy Service","Manages the connection and configuration of local and remote displays",,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","True","Display Policy Service","0","NT AUTHORITY\LocalService","Running","0","0","False","2096","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"DisplayEnhancementService","OK","0","False","Normal","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Share Process","Manual","Display Enhancement Service","A service for managing display enhancement such as brightness control.",,"Win32_Service","True","Win32_ComputerSystem","HP-PROBOOK-MAS","False","True","Display Enhancement Service","0","LocalSystem","Running","0","0","False","2308","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"DmEnrollmentSvc","OK","0","False","Normal","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","Own Process","Manual","Device Management Enrollment Service","Performs Device Enrollment Activities for Device Management",,"Win32_Service","False","Win32_ComputerSystem","HP-PROBOOK-MAS","False","False","Device Management Enrollment Service","0","LocalSystem","Stopped","0","0","False","0","0",,"root/cimv2:Win32_Service","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
