"State","AppliedSetting","OffloadState","Caption","Description","ElementName","InstanceID","CommunicationStatus","DetailedStatus","HealthState","InstallDate","Name","OperatingStatus","OperationalStatus","PrimaryStatus","Status","StatusDescriptions","AvailableRequestedStates","EnabledDefault","EnabledState","OtherEnabledState","RequestedState","TimeOfLastStateChange","TransitioningToState","AggregationBehavior","Directionality","CreationTime","LocalAddress","LocalPort","OwningProcess","RemoteAddress","RemotePort","PSComputerName","CimClass","CimInstanceProperties","CimSystemProperties"
"Bound",,"InHost",,,,"0.0.0.0++50435++0.0.0.0++0",,,,,,,,,,,,"2",,,"5",,"12",,,"2/3/2025 2:28:33 PM","0.0.0.0","50435","8004","0.0.0.0","0",,"ROOT/StandardCimv2:MSFT_NetTCPConnection","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"Bound",,"InHost",,,,"0.0.0.0++49687++0.0.0.0++0",,,,,,,,,,,,"2",,,"5",,"12",,,"2/3/2025 2:27:31 PM","0.0.0.0","49687","5716","0.0.0.0","0",,"ROOT/StandardCimv2:MSFT_NetTCPConnection","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"Bound",,"InHost",,,,"0.0.0.0++49686++0.0.0.0++0",,,,,,,,,,,,"2",,,"5",,"12",,,"2/3/2025 2:27:31 PM","0.0.0.0","49686","5716","0.0.0.0","0",,"ROOT/StandardCimv2:MSFT_NetTCPConnection","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"Listen",,"InHost",,,,"0.0.0.0++54112++0.0.0.0++0",,,,,,,,,,,,"2",,,"5",,"12",,,"2/3/2025 2:28:10 PM","0.0.0.0","54112","1276","0.0.0.0","0",,"ROOT/StandardCimv2:MSFT_NetTCPConnection","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"Established","Internet","InHost",,,,"192.168.1.173++51521++40.71.11.167++443",,,,,,,,,,,,"2",,,"5",,"12",,,"2/3/2025 6:45:29 PM","192.168.1.173","51521","5760","40.71.11.167","443",,"ROOT/StandardCimv2:MSFT_NetTCPConnection","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"Established","Internet","InHost",,,,"192.168.1.173++51520++20.253.207.205++443",,,,,,,,,,,,"2",,,"5",,"12",,,"2/3/2025 6:45:07 PM","192.168.1.173","51520","8872","20.253.207.205","443",,"ROOT/StandardCimv2:MSFT_NetTCPConnection","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"Established","Internet","InHost",,,,"192.168.1.173++51519++13.89.178.27++443",,,,,,,,,,,,"2",,,"5",,"12",,,"2/3/2025 6:44:57 PM","192.168.1.173","51519","7764","13.89.178.27","443",,"ROOT/StandardCimv2:MSFT_NetTCPConnection","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"Established","Internet","InHost",,,,"192.168.1.173++51516++185.70.42.22++443",,,,,,,,,,,,"2",,,"5",,"12",,,"2/3/2025 6:44:56 PM","192.168.1.173","51516","7764","185.70.42.22","443",,"ROOT/StandardCimv2:MSFT_NetTCPConnection","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"Established","Internet","InHost",,,,"192.168.1.173++51513++20.42.73.26++443",,,,,,,,,,,,"2",,,"5",,"12",,,"2/3/2025 6:43:18 PM","192.168.1.173","51513","5760","20.42.73.26","443",,"ROOT/StandardCimv2:MSFT_NetTCPConnection","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"Established","Internet","InHost",,,,"192.168.1.173++51503++23.215.0.236++443",,,,,,,,,,,,"2",,,"5",,"12",,,"2/3/2025 6:41:33 PM","192.168.1.173","51503","7764","23.215.0.236","443",,"ROOT/StandardCimv2:MSFT_NetTCPConnection","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"Established","Internet","InHost",,,,"192.168.1.173++51494++140.82.114.25++443",,,,,,,,,,,,"2",,,"5",,"12",,,"2/3/2025 6:40:13 PM","192.168.1.173","51494","7764","140.82.114.25","443",,"ROOT/StandardCimv2:MSFT_NetTCPConnection","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"Established","Internet","InHost",,,,"192.168.1.173++51272++208.103.161.2++443",,,,,,,,,,,,"2",,,"5",,"12",,,"2/3/2025 5:38:21 PM","192.168.1.173","51272","17180","208.103.161.2","443",,"ROOT/StandardCimv2:MSFT_NetTCPConnection","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"Established","Internet","InHost",,,,"192.168.1.173++51271++208.103.161.2++443",,,,,,,,,,,,"2",,,"5",,"12",,,"2/3/2025 5:38:17 PM","192.168.1.173","51271","17180","208.103.161.2","443",,"ROOT/StandardCimv2:MSFT_NetTCPConnection","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"Established","Internet","InHost",,,,"192.168.1.173++50965++20.25.241.18++443",,,,,,,,,,,,"2",,,"5",,"12",,,"2/3/2025 4:05:21 PM","192.168.1.173","50965","8920","20.25.241.18","443",,"ROOT/StandardCimv2:MSFT_NetTCPConnection","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"Established","Internet","InHost",,,,"192.168.1.173++50863++20.25.241.18++443",,,,,,,,,,,,"2",,,"5",,"12",,,"2/3/2025 3:27:37 PM","192.168.1.173","50863","15060","20.25.241.18","443",,"ROOT/StandardCimv2:MSFT_NetTCPConnection","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"Established","Internet","InHost",,,,"192.168.1.173++50813++192.168.1.172++8009",,,,,,,,,,,,"2",,,"5",,"12",,,"2/3/2025 3:04:23 PM","192.168.1.173","50813","7764","192.168.1.172","8009",,"ROOT/StandardCimv2:MSFT_NetTCPConnection","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"Established","Internet","InHost",,,,"192.168.1.173++50804++142.251.179.188++5228",,,,,,,,,,,,"2",,,"5",,"12",,,"2/3/2025 3:04:19 PM","192.168.1.173","50804","7764","142.251.179.188","5228",,"ROOT/StandardCimv2:MSFT_NetTCPConnection","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"Established","Internet","InHost",,,,"192.168.1.173++50445++17.57.144.54++5223",,,,,,,,,,,,"2",,,"5",,"12",,,"2/3/2025 2:28:43 PM","192.168.1.173","50445","6488","17.57.144.54","5223",,"ROOT/StandardCimv2:MSFT_NetTCPConnection","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"CloseWait","Internet","InHost",,,,"192.168.1.173++50443++17.248.228.68++443",,,,,,,,,,,,"2",,,"5",,"12",,,"2/3/2025 2:28:37 PM","192.168.1.173","50443","15264","17.248.228.68","443",,"ROOT/StandardCimv2:MSFT_NetTCPConnection","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"CloseWait","Internet","InHost",,,,"192.168.1.173++50440++17.248.228.70++443",,,,,,,,,,,,"2",,,"5",,"12",,,"2/3/2025 2:28:36 PM","192.168.1.173","50440","15264","17.248.228.70","443",,"ROOT/StandardCimv2:MSFT_NetTCPConnection","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"CloseWait","Internet","InHost",,,,"192.168.1.173++50438++23.58.90.40++443",,,,,,,,,,,,"2",,,"5",,"12",,,"2/3/2025 2:28:36 PM","192.168.1.173","50438","15264","23.58.90.40","443",,"ROOT/StandardCimv2:MSFT_NetTCPConnection","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"CloseWait","Internet","InHost",,,,"192.168.1.173++50437++17.248.228.70++443",,,,,,,,,,,,"2",,,"5",,"12",,,"2/3/2025 2:28:36 PM","192.168.1.173","50437","15264","17.248.228.70","443",,"ROOT/StandardCimv2:MSFT_NetTCPConnection","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"CloseWait","Internet","InHost",,,,"192.168.1.173++50435++17.248.228.70++443",,,,,,,,,,,,"2",,,"5",,"12",,,"2/3/2025 2:28:33 PM","192.168.1.173","50435","8004","17.248.228.70","443",,"ROOT/StandardCimv2:MSFT_NetTCPConnection","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"Established","Internet","InHost",,,,"192.168.1.173++50369++192.168.1.192++445",,,,,,,,,,,,"2",,,"5",,"12",,,"2/3/2025 2:27:54 PM","192.168.1.173","50369","4","192.168.1.192","445",,"ROOT/StandardCimv2:MSFT_NetTCPConnection","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"CloseWait","Internet","InHost",,,,"192.168.1.173++49687++23.194.131.210++443",,,,,,,,,,,,"2",,,"5",,"12",,,"2/3/2025 2:27:31 PM","192.168.1.173","49687","5716","23.194.131.210","443",,"ROOT/StandardCimv2:MSFT_NetTCPConnection","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"CloseWait","Internet","InHost",,,,"192.168.1.173++49686++23.194.131.210++443",,,,,,,,,,,,"2",,,"5",,"12",,,"2/3/2025 2:27:31 PM","192.168.1.173","49686","5716","23.194.131.210","443",,"ROOT/StandardCimv2:MSFT_NetTCPConnection","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"Listen",,"InHost",,,,"0.0.0.0++49670++0.0.0.0++0",,,,,,,,,,,,"2",,,"5",,"12",,,"2/3/2025 2:27:16 PM","0.0.0.0","49670","1116","0.0.0.0","0",,"ROOT/StandardCimv2:MSFT_NetTCPConnection","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"Listen",,"InHost",,,,"0.0.0.0++49668++0.0.0.0++0",,,,,,,,,,,,"2",,,"5",,"12",,,"2/3/2025 2:27:12 PM","0.0.0.0","49668","8396","0.0.0.0","0",,"ROOT/StandardCimv2:MSFT_NetTCPConnection","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"Listen",,"InHost",,,,"0.0.0.0++49667++0.0.0.0++0",,,,,,,,,,,,"2",,,"5",,"12",,,"2/3/2025 2:27:01 PM","0.0.0.0","49667","3616","0.0.0.0","0",,"ROOT/StandardCimv2:MSFT_NetTCPConnection","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"Listen",,"InHost",,,,"0.0.0.0++49666++0.0.0.0++0",,,,,,,,,,,,"2",,,"5",,"12",,,"2/3/2025 2:27:01 PM","0.0.0.0","49666","2068","0.0.0.0","0",,"ROOT/StandardCimv2:MSFT_NetTCPConnection","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"Listen",,"InHost",,,,"0.0.0.0++49665++0.0.0.0++0",,,,,,,,,,,,"2",,,"5",,"12",,,"2/3/2025 2:27:00 PM","0.0.0.0","49665","1044","0.0.0.0","0",,"ROOT/StandardCimv2:MSFT_NetTCPConnection","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"Listen",,"InHost",,,,"0.0.0.0++49664++0.0.0.0++0",,,,,,,,,,,,"2",,,"5",,"12",,,"2/3/2025 2:27:00 PM","0.0.0.0","49664","1132","0.0.0.0","0",,"ROOT/StandardCimv2:MSFT_NetTCPConnection","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"Listen",,"InHost",,,,"127.0.0.1++27015++0.0.0.0++0",,,,,,,,,,,,"2",,,"5",,"12",,,"2/3/2025 2:27:13 PM","127.0.0.1","27015","8568","0.0.0.0","0",,"ROOT/StandardCimv2:MSFT_NetTCPConnection","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"Listen",,"InHost",,,,"0.0.0.0++5040++0.0.0.0++0",,,,,,,,,,,,"2",,,"5",,"12",,,"2/3/2025 2:27:09 PM","0.0.0.0","5040","7332","0.0.0.0","0",,"ROOT/StandardCimv2:MSFT_NetTCPConnection","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"Listen",,"InHost",,,,"0.0.0.0++2179++0.0.0.0++0",,,,,,,,,,,,"2",,,"5",,"12",,,"2/3/2025 2:27:02 PM","0.0.0.0","2179","3192","0.0.0.0","0",,"ROOT/StandardCimv2:MSFT_NetTCPConnection","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"Listen",,"InHost",,,,"192.168.56.1++139++0.0.0.0++0",,,,,,,,,,,,"2",,,"5",,"12",,,"2/3/2025 2:27:26 PM","192.168.56.1","139","4","0.0.0.0","0",,"ROOT/StandardCimv2:MSFT_NetTCPConnection","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"Listen",,"InHost",,,,"192.168.1.173++139++0.0.0.0++0",,,,,,,,,,,,"2",,,"5",,"12",,,"2/3/2025 2:27:26 PM","192.168.1.173","139","4","0.0.0.0","0",,"ROOT/StandardCimv2:MSFT_NetTCPConnection","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"Listen",,"InHost",,,,"172.29.160.1++139++0.0.0.0++0",,,,,,,,,,,,"2",,,"5",,"12",,,"2/3/2025 2:27:47 PM","172.29.160.1","139","4","0.0.0.0","0",,"ROOT/StandardCimv2:MSFT_NetTCPConnection","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
"Listen",,"InHost",,,,"0.0.0.0++135++0.0.0.0++0",,,,,,,,,,,,"2",,,"5",,"12",,,"2/3/2025 2:27:00 PM","0.0.0.0","135","1452","0.0.0.0","0",,"ROOT/StandardCimv2:MSFT_NetTCPConnection","Microsoft.Management.Infrastructure.Internal.Data.CimPropertiesCollection","Microsoft.Management.Infrastructure.CimSystemProperties"
